0	1
0.01	0.80901699
0.02	0.30901699
0.03	-0.30901699
0.04	-0.80901699
0.05	-1
0.06	-0.80901699
0.07	-0.30901699
0.08	0.30901699
0.09	0.80901699
0.1	1
0.11	0.80901699
0.12	0.30901699
0.13	-0.30901699
0.14	-0.80901699
0.15	-1
0.16	-0.80901699
0.17	-0.30901699
0.18	0.30901699
0.19	0.80901699
0.2	1
0.21	0.80901699
0.22	0.30901699
0.23	-0.30901699
0.24	-0.80901699
0.25	-1
0.26	-0.80901699
0.27	-0.30901699
0.28	0.30901699
0.29	0.80901699
0.3	1
0.31	0.80901699
0.32	0.30901699
0.33	-0.30901699
0.34	-0.80901699
0.35	-1
0.36	-0.80901699
0.37	-0.30901699
0.38	0.30901699
0.39	0.80901699
0.4	1
0.41	0.80901699
0.42	0.30901699
0.43	-0.30901699
0.44	-0.80901699
0.45	-1
0.46	-0.80901699
0.47	-0.30901699
0.48	0.30901699
0.49	0.80901699
0.5	1
0.51	0.80901699
0.52	0.30901699
0.53	-0.30901699
0.54	-0.80901699
0.55	-1
0.56	-0.80901699
0.57	-0.30901699
0.58	0.30901699
0.59	0.80901699
0.6	1
0.61	0.80901699
0.62	0.30901699
0.63	-0.30901699
0.64	-0.80901699
0.65	-1
0.66	-0.80901699
0.67	-0.30901699
0.68	0.30901699
0.69	0.80901699
0.7	1
0.71	0.80901699
0.72	0.30901699
0.73	-0.30901699
0.74	-0.80901699
0.75	-1
0.76	-0.80901699
0.77	-0.30901699
0.78	0.30901699
0.79	0.80901699
0.8	1
0.81	0.80901699
0.82	0.30901699
0.83	-0.30901699
0.84	-0.80901699
0.85	-1
0.86	-0.80901699
0.87	-0.30901699
0.88	0.30901699
0.89	0.80901699
0.9	1
0.91	0.80901699
0.92	0.30901699
0.93	-0.30901699
0.94	-0.80901699
0.95	-1
0.96	-0.80901699
0.97	-0.30901699
0.98	0.30901699
0.99	0.80901699
1	1
1.01	0.80901699
1.02	0.30901699
1.03	-0.30901699
1.04	-0.80901699
1.05	-1
1.06	-0.80901699
1.07	-0.30901699
1.08	0.30901699
1.09	0.80901699
1.1	1
1.11	0.80901699
1.12	0.30901699
1.13	-0.30901699
1.14	-0.80901699
1.15	-1
1.16	-0.80901699
1.17	-0.30901699
1.18	0.30901699
1.19	0.80901699
1.2	1
1.21	0.80901699
1.22	0.30901699
1.23	-0.30901699
1.24	-0.80901699
1.25	-1
1.26	-0.80901699
1.27	-0.30901699
1.28	0.30901699
1.29	0.80901699
1.3	1
1.31	0.80901699
1.32	0.30901699
1.33	-0.30901699
1.34	-0.80901699
1.35	-1
1.36	-0.80901699
1.37	-0.30901699
1.38	0.30901699
1.39	0.80901699
1.4	1
1.41	0.80901699
1.42	0.30901699
1.43	-0.30901699
1.44	-0.80901699
1.45	-1
1.46	-0.80901699
1.47	-0.30901699
1.48	0.30901699
1.49	0.80901699
1.5	1
1.51	0.80901699
1.52	0.30901699
1.53	-0.30901699
1.54	-0.80901699
1.55	-1
1.56	-0.80901699
1.57	-0.30901699
1.58	0.30901699
1.59	0.80901699
1.6	1
1.61	0.80901699
1.62	0.30901699
1.63	-0.30901699
1.64	-0.80901699
1.65	-1
1.66	-0.80901699
1.67	-0.30901699
1.68	0.30901699
1.69	0.80901699
1.7	1
1.71	0.80901699
1.72	0.30901699
1.73	-0.30901699
1.74	-0.80901699
1.75	-1
1.76	-0.80901699
1.77	-0.30901699
1.78	0.30901699
1.79	0.80901699
1.8	1
1.81	0.80901699
1.82	0.30901699
1.83	-0.30901699
1.84	-0.80901699
1.85	-1
1.86	-0.80901699
1.87	-0.30901699
1.88	0.30901699
1.89	0.80901699
1.9	1
1.91	0.80901699
1.92	0.30901699
1.93	-0.30901699
1.94	-0.80901699
1.95	-1
1.96	-0.80901699
1.97	-0.30901699
1.98	0.30901699
1.99	0.80901699
2	1
2.01	0.80901699
2.02	0.30901699
2.03	-0.30901699
2.04	-0.80901699
2.05	-1
2.06	-0.80901699
2.07	-0.30901699
2.08	0.30901699
2.09	0.80901699
2.1	1
2.11	0.80901699
2.12	0.30901699
2.13	-0.30901699
2.14	-0.80901699
2.15	-1
2.16	-0.80901699
2.17	-0.30901699
2.18	0.30901699
2.19	0.80901699
2.2	1
2.21	0.80901699
2.22	0.30901699
2.23	-0.30901699
2.24	-0.80901699
2.25	-1
2.26	-0.80901699
2.27	-0.30901699
2.28	0.30901699
2.29	0.80901699
2.3	1
2.31	0.80901699
2.32	0.30901699
2.33	-0.30901699
2.34	-0.80901699
2.35	-1
2.36	-0.80901699
2.37	-0.30901699
2.38	0.30901699
2.39	0.80901699
2.4	1
2.41	0.80901699
2.42	0.30901699
2.43	-0.30901699
2.44	-0.80901699
2.45	-1
2.46	-0.80901699
2.47	-0.30901699
2.48	0.30901699
2.49	0.80901699
2.5	1
2.51	0.80901699
2.52	0.30901699
2.53	-0.30901699
2.54	-0.80901699
2.55	-1
2.56	-0.80901699
2.57	-0.30901699
2.58	0.30901699
2.59	0.80901699
2.6	1
2.61	0.80901699
2.62	0.30901699
2.63	-0.30901699
2.64	-0.80901699
2.65	-1
2.66	-0.80901699
2.67	-0.30901699
2.68	0.30901699
2.69	0.80901699
2.7	1
2.71	0.80901699
2.72	0.30901699
2.73	-0.30901699
2.74	-0.80901699
2.75	-1
2.76	-0.80901699
2.77	-0.30901699
2.78	0.30901699
2.79	0.80901699
2.8	1
2.81	0.80901699
2.82	0.30901699
2.83	-0.30901699
2.84	-0.80901699
2.85	-1
2.86	-0.80901699
2.87	-0.30901699
2.88	0.30901699
2.89	0.80901699
2.9	1
2.91	0.80901699
2.92	0.30901699
2.93	-0.30901699
2.94	-0.80901699
2.95	-1
2.96	-0.80901699
2.97	-0.30901699
2.98	0.30901699
2.99	0.80901699
3	1
3.01	0.80901699
3.02	0.30901699
3.03	-0.30901699
3.04	-0.80901699
3.05	-1
3.06	-0.80901699
3.07	-0.30901699
3.08	0.30901699
3.09	0.80901699
3.1	1
3.11	0.80901699
3.12	0.30901699
3.13	-0.30901699
3.14	-0.80901699
3.15	-1
3.16	-0.80901699
3.17	-0.30901699
3.18	0.30901699
3.19	0.80901699
3.2	1
3.21	0.80901699
3.22	0.30901699
3.23	-0.30901699
3.24	-0.80901699
3.25	-1
3.26	-0.80901699
3.27	-0.30901699
3.28	0.30901699
3.29	0.80901699
3.3	1
3.31	0.80901699
3.32	0.30901699
3.33	-0.30901699
3.34	-0.80901699
3.35	-1
3.36	-0.80901699
3.37	-0.30901699
3.38	0.30901699
3.39	0.80901699
3.4	1
3.41	0.80901699
3.42	0.30901699
3.43	-0.30901699
3.44	-0.80901699
3.45	-1
3.46	-0.80901699
3.47	-0.30901699
3.48	0.30901699
3.49	0.80901699
3.5	1
3.51	0.80901699
3.52	0.30901699
3.53	-0.30901699
3.54	-0.80901699
3.55	-1
3.56	-0.80901699
3.57	-0.30901699
3.58	0.30901699
3.59	0.80901699
3.6	1
3.61	0.80901699
3.62	0.30901699
3.63	-0.30901699
3.64	-0.80901699
3.65	-1
3.66	-0.80901699
3.67	-0.30901699
3.68	0.30901699
3.69	0.80901699
3.7	1
3.71	0.80901699
3.72	0.30901699
3.73	-0.30901699
3.74	-0.80901699
3.75	-1
3.76	-0.80901699
3.77	-0.30901699
3.78	0.30901699
3.79	0.80901699
3.8	1
3.81	0.80901699
3.82	0.30901699
3.83	-0.30901699
3.84	-0.80901699
3.85	-1
3.86	-0.80901699
3.87	-0.30901699
3.88	0.30901699
3.89	0.80901699
3.9	1
3.91	0.80901699
3.92	0.30901699
3.93	-0.30901699
3.94	-0.80901699
3.95	-1
3.96	-0.80901699
3.97	-0.30901699
3.98	0.30901699
3.99	0.80901699
4	1
4.01	0.80901699
4.02	0.30901699
4.03	-0.30901699
4.04	-0.80901699
4.05	-1
4.06	-0.80901699
4.07	-0.30901699
4.08	0.30901699
4.09	0.80901699
4.1	1
4.11	0.80901699
4.12	0.30901699
4.13	-0.30901699
4.14	-0.80901699
4.15	-1
4.16	-0.80901699
4.17	-0.30901699
4.18	0.30901699
4.19	0.80901699
4.2	1
4.21	0.80901699
4.22	0.30901699
4.23	-0.30901699
4.24	-0.80901699
4.25	-1
4.26	-0.80901699
4.27	-0.30901699
4.28	0.30901699
4.29	0.80901699
4.3	1
4.31	0.80901699
4.32	0.30901699
4.33	-0.30901699
4.34	-0.80901699
4.35	-1
4.36	-0.80901699
4.37	-0.30901699
4.38	0.30901699
4.39	0.80901699
4.4	1
4.41	0.80901699
4.42	0.30901699
4.43	-0.30901699
4.44	-0.80901699
4.45	-1
4.46	-0.80901699
4.47	-0.30901699
4.48	0.30901699
4.49	0.80901699
4.5	1
4.51	0.80901699
4.52	0.30901699
4.53	-0.30901699
4.54	-0.80901699
4.55	-1
4.56	-0.80901699
4.57	-0.30901699
4.58	0.30901699
4.59	0.80901699
4.6	1
4.61	0.80901699
4.62	0.30901699
4.63	-0.30901699
4.64	-0.80901699
4.65	-1
4.66	-0.80901699
4.67	-0.30901699
4.68	0.30901699
4.69	0.80901699
4.7	1
4.71	0.80901699
4.72	0.30901699
4.73	-0.30901699
4.74	-0.80901699
4.75	-1
4.76	-0.80901699
4.77	-0.30901699
4.78	0.30901699
4.79	0.80901699
4.8	1
4.81	0.80901699
4.82	0.30901699
4.83	-0.30901699
4.84	-0.80901699
4.85	-1
4.86	-0.80901699
4.87	-0.30901699
4.88	0.30901699
4.89	0.80901699
4.9	1
4.91	0.80901699
4.92	0.30901699
4.93	-0.30901699
4.94	-0.80901699
4.95	-1
4.96	-0.80901699
4.97	-0.30901699
4.98	0.30901699
4.99	0.80901699
5	1
